decile,week,prop_decile
0.1,2021-12-11,0.016297428062133947
0.1,2021-12-18,0.07590936195587358
0.1,2021-12-25,0.052471410820714784
0.1,2022-01-01,0.04634501955066605
0.1,2022-01-08,0.0627448200074443
0.1,2022-01-15,0.09312169312169312
0.1,2022-01-22,0.10946854563875841
0.1,2022-01-29,0.12527504462988334
0.1,2022-02-05,0.1064516129032258
0.1,2022-02-12,0.12286324786324786
0.1,2022-02-19,0.16297935103244837
0.1,2022-02-26,0.15980456741326307
0.1,2022-03-05,0.15112994350282485
0.1,2022-03-12,0.14630633683497118
0.1,2022-03-19,0.153848075962019
0.1,2022-03-26,0.15320513294080274
0.1,2022-04-02,0.15002344116268168
0.1,2022-04-09,0.1587667027807873
0.1,2022-04-16,0.14874348704497925
0.1,2022-04-23,0.10151663405088063
0.1,2022-04-30,0.14912280701754385
0.1,2022-05-07,0.14160401002506265
0.1,2022-05-14,0.1285377358490566
0.1,2022-05-21,0.15416666666666667
0.1,2022-05-28,0.06173708920187797
0.1,2022-06-04,0.10964912280701754
0.1,2022-06-11,0.1296502384737679
0.1,2022-06-18,0.037092357480706994
0.1,2022-06-25,1
0.2,2021-12-11,0.027777777777777776
0.2,2021-12-18,0.10256410256410256
0.2,2021-12-25,0.08501440922190202
0.2,2022-01-01,0.062111801242236024
0.2,2022-01-08,0.07777777777777778
0.2,2022-01-15,0.13580246913580246
0.2,2022-01-22,0.11983471074380166
0.2,2022-01-29,0.13924050632911392
0.2,2022-02-05,0.12280701754385964
0.2,2022-02-12,0.16541353383458646
0.2,2022-02-19,0.18181818181818182
0.2,2022-02-26,0.16822429906542055
0.2,2022-03-05,0.18478260869565216
0.2,2022-03-12,0.17511520737327188
0.2,2022-03-19,0.16710875331564987
0.2,2022-03-26,0.17096774193548386
0.2,2022-04-02,0.16304347826086957
0.2,2022-04-09,0.1836734693877551
0.2,2022-04-16,0.17333333333333334
0.2,2022-04-23,0.16049382716049382
0.2,2022-04-30,0.2125
0.2,2022-05-07,0.16666666666666666
0.2,2022-05-14,0.15
0.2,2022-05-21,0.17949709864603483
0.2,2022-05-28,0.19333333333333336
0.2,2022-06-04,0.23076923076923078
0.2,2022-06-11,0.2111111111111111
0.2,2022-06-18,0.06666666666666667
0.2,2022-06-25,1
0.3,2021-12-11,0.047055586130985136
0.3,2021-12-18,0.11270996640537514
0.3,2021-12-25,0.10570967023172906
0.3,2022-01-01,0.07836633663366337
0.3,2022-01-08,0.10211820471041327
0.3,2022-01-15,0.13701166920345004
0.3,2022-01-22,0.1245819397993311
0.3,2022-01-29,0.14517100192678228
0.3,2022-02-05,0.15040650406504064
0.3,2022-02-12,0.19572368421052633
0.3,2022-02-19,0.19317239950269374
0.3,2022-02-26,0.20104166666666667
0.3,2022-03-05,0.20737856878012606
0.3,2022-03-12,0.19259300887939756
0.3,2022-03-19,0.19956082564778216
0.3,2022-03-26,0.19584658187599363
0.3,2022-04-02,0.17240889118635305
0.3,2022-04-09,0.21178489702517161
0.3,2022-04-16,0.20227272727272727
0.3,2022-04-23,0.1855036855036855
0.3,2022-04-30,0.23809523809523808
0.3,2022-05-07,0.18955223880597016
0.3,2022-05-14,0.2330316742081448
0.3,2022-05-21,0.23523404255319147
0.3,2022-05-28,0.21397006414825373
0.3,2022-06-04,0.25227272727272726
0.3,2022-06-11,0.23804347826086958
0.3,2022-06-18,0.09151162790697674
0.3,2022-06-25,1
0.4,2021-12-11,0.05263157894736842
0.4,2021-12-18,0.1259259259259259
0.4,2021-12-25,0.11462450592885376
0.4,2022-01-01,0.09433962264150944
0.4,2022-01-08,0.12550607287449392
0.4,2022-01-15,0.1391304347826087
0.4,2022-01-22,0.13658536585365855
0.4,2022-01-29,0.15428571428571428
0.4,2022-02-05,0.16477272727272727
0.4,2022-02-12,0.21818181818181817
0.4,2022-02-19,0.21052631578947367
0.4,2022-02-26,0.22556390977443608
0.4,2022-03-05,0.22962962962962963
0.4,2022-03-12,0.21739130434782608
0.4,2022-03-19,0.2074074074074074
0.4,2022-03-26,0.21105527638190955
0.4,2022-04-02,0.18333333333333332
0.4,2022-04-09,0.2205128205128205
0.4,2022-04-16,0.21428571428571427
0.4,2022-04-23,0.19811320754716982
0.4,2022-04-30,0.25
0.4,2022-05-07,0.21052631578947367
0.4,2022-05-14,0.2631578947368421
0.4,2022-05-21,0.25970695970695973
0.4,2022-05-28,0.24714285714285716
0.4,2022-06-04,0.25862068965517243
0.4,2022-06-11,0.27058823529411763
0.4,2022-06-18,0.17647058823529413
0.4,2022-06-25,1
0.5,2021-12-11,0.0751156105486814
0.5,2021-12-18,0.14649048730813174
0.5,2021-12-25,0.12227182539682539
0.5,2022-01-01,0.12612156389181045
0.5,2022-01-08,0.13835716607084822
0.5,2022-01-15,0.14569002790770802
0.5,2022-01-22,0.15383316447146234
0.5,2022-01-29,0.15763929334109883
0.5,2022-02-05,0.17067669172932332
0.5,2022-02-12,0.23113207547169812
0.5,2022-02-19,0.2417948717948718
0.5,2022-02-26,0.2352527710191944
0.5,2022-03-05,0.24752176015473887
0.5,2022-03-12,0.22976469566727448
0.5,2022-03-19,0.22823183760683763
0.5,2022-03-26,0.23883026622641945
0.5,2022-04-02,0.25893065998329157
0.5,2022-04-09,0.25029346550149995
0.5,2022-04-16,0.24511173184357543
0.5,2022-04-23,0.21645099448837768
0.5,2022-04-30,0.2605717689100655
0.5,2022-05-07,0.2583333333333333
0.5,2022-05-14,0.2758985200845666
0.5,2022-05-21,0.28205128205128205
0.5,2022-05-28,0.3
0.5,2022-06-04,0.2912280701754386
0.5,2022-06-11,0.3100686498855835
0.5,2022-06-18,0.19279026217228462
0.5,2022-06-25,1
0.6,2021-12-11,0.0945945945945946
0.6,2021-12-18,0.15270935960591134
0.6,2021-12-25,0.1337579617834395
0.6,2022-01-01,0.13725490196078433
0.6,2022-01-08,0.18394648829431437
0.6,2022-01-15,0.1566265060240964
0.6,2022-01-22,0.1645021645021645
0.6,2022-01-29,0.16666666666666666
0.6,2022-02-05,0.17829457364341086
0.6,2022-02-12,0.24742268041237114
0.6,2022-02-19,0.25
0.6,2022-02-26,0.24561403508771928
0.6,2022-03-05,0.25748502994011974
0.6,2022-03-12,0.24031007751937986
0.6,2022-03-19,0.23817567567567569
0.6,2022-03-26,0.2457627118644068
0.6,2022-04-02,0.27218934911242604
0.6,2022-04-09,0.26804123711340205
0.6,2022-04-16,0.27314814814814814
0.6,2022-04-23,0.23529411764705882
0.6,2022-04-30,0.2727272727272727
0.6,2022-05-07,0.31343283582089554
0.6,2022-05-14,0.29310344827586204
0.6,2022-05-21,0.31794871794871793
0.6,2022-05-28,0.3292517006802721
0.6,2022-06-04,0.3684210526315789
0.6,2022-06-11,0.32142857142857145
0.6,2022-06-18,0.2222222222222222
0.6,2022-06-25,1
0.7,2021-12-11,0.10072463768115943
0.7,2021-12-18,0.1674917491749175
0.7,2021-12-25,0.14412886816447645
0.7,2022-01-01,0.14343540168579455
0.7,2022-01-08,0.19752850985926237
0.7,2022-01-15,0.1596531560797641
0.7,2022-01-22,0.20525293859740695
0.7,2022-01-29,0.18473543966501715
0.7,2022-02-05,0.19586167800453513
0.7,2022-02-12,0.25518949301574934
0.7,2022-02-19,0.2536053007665324
0.7,2022-02-26,0.2815126050420168
0.7,2022-03-05,0.27329889062437424
0.7,2022-03-12,0.24865591397849462
0.7,2022-03-19,0.25595640199542713
0.7,2022-03-26,0.2742282388663968
0.7,2022-04-02,0.28314329582924314
0.7,2022-04-09,0.30824286796263567
0.7,2022-04-16,0.30422069666920926
0.7,2022-04-23,0.2952744765138653
0.7,2022-04-30,0.306687565308255
0.7,2022-05-07,0.34259259259259256
0.7,2022-05-14,0.3278850372970601
0.7,2022-05-21,0.3829313543599258
0.7,2022-05-28,0.37196013289036545
0.7,2022-06-04,0.41044207317073167
0.7,2022-06-11,0.3405797101449275
0.7,2022-06-18,0.29499840713603054
0.7,2022-06-25,1
0.8,2021-12-11,0.11764705882352941
0.8,2021-12-18,0.19008264462809918
0.8,2021-12-25,0.16049382716049382
0.8,2022-01-01,0.16216216216216217
0.8,2022-01-08,0.20261437908496732
0.8,2022-01-15,0.1968503937007874
0.8,2022-01-22,0.2331288343558282
0.8,2022-01-29,0.20481927710843373
0.8,2022-02-05,0.2323943661971831
0.8,2022-02-12,0.2727272727272727
0.8,2022-02-19,0.275
0.8,2022-02-26,0.3103448275862069
0.8,2022-03-05,0.2918287937743191
0.8,2022-03-12,0.2631578947368421
0.8,2022-03-19,0.28
0.8,2022-03-26,0.29878048780487804
0.8,2022-04-02,0.28776978417266186
0.8,2022-04-09,0.32748538011695905
0.8,2022-04-16,0.36363636363636365
0.8,2022-04-23,0.34210526315789475
0.8,2022-04-30,0.3393939393939394
0.8,2022-05-07,0.3709677419354839
0.8,2022-05-14,0.36585365853658536
0.8,2022-05-21,0.4198212203653323
0.8,2022-05-28,0.40181818181818185
0.8,2022-06-04,0.42592592592592593
0.8,2022-06-11,0.35365853658536583
0.8,2022-06-18,0.3333333333333333
0.8,2022-06-25,1
0.9,2021-12-11,0.16141456582633051
0.9,2021-12-18,0.20989104195211067
0.9,2021-12-25,0.18793530743921721
0.9,2022-01-01,0.18881178063642517
0.9,2022-01-08,0.23131346083268767
0.9,2022-01-15,0.21475556277407828
0.9,2022-01-22,0.24904366654637317
0.9,2022-01-29,0.26331547431452884
0.9,2022-02-05,0.2489417989417989
0.9,2022-02-12,0.29832775919732446
0.9,2022-02-19,0.3215800636267232
0.9,2022-02-26,0.34738884968242767
0.9,2022-03-05,0.3136732276289411
0.9,2022-03-12,0.2849287974683544
0.9,2022-03-19,0.28396559822846534
0.9,2022-03-26,0.33427703559526967
0.9,2022-04-02,0.338362899372717
0.9,2022-04-09,0.3394671573725898
0.9,2022-04-16,0.3845802919708029
0.9,2022-04-23,0.3579343971631206
0.9,2022-04-30,0.38031290743155155
0.9,2022-05-07,0.41421911421911417
0.9,2022-05-14,0.3939950980392157
0.9,2022-05-21,0.5323243243243244
0.9,2022-05-28,0.41929824561403506
0.9,2022-06-04,0.45345785736338373
0.9,2022-06-11,0.48157894736842105
0.9,2022-06-18,0.4039955604883463
0.9,2022-06-25,1
