week,decile_value,decile
2021-12-11,0.02008080808080808,0.1
2021-12-11,0.038936877076411976,0.2
2021-12-11,0.058823529411764705,0.30000000000000004
2021-12-11,0.0647829647829648,0.4
2021-12-11,0.08163265306122448,0.5
2021-12-11,0.09536882310814035,0.6
2021-12-11,0.10497975708502023,0.7000000000000001
2021-12-11,0.13063492063492066,0.8
2021-12-11,0.1547574626865672,0.9
2021-12-18,0.10023317435082142,0.1
2021-12-18,0.1208609865470852,0.2
2021-12-18,0.12934046345811054,0.30000000000000004
2021-12-18,0.13587223587223587,0.4
2021-12-18,0.14799154334038056,0.5
2021-12-18,0.15955113007744587,0.6
2021-12-18,0.17131861912846635,0.7000000000000001
2021-12-18,0.2014414414414415,0.8
2021-12-18,0.21968798066359044,0.9
2021-12-25,0.07214874448917002,0.1
2021-12-25,0.09109372108969406,0.2
2021-12-25,0.11420641418837342,0.30000000000000004
2021-12-25,0.12098210388476649,0.4
2021-12-25,0.12681159420289856,0.5
2021-12-25,0.14512110726643598,0.6
2021-12-25,0.1540964791852804,0.7000000000000001
2021-12-25,0.16685082872928175,0.8
2021-12-25,0.2044607566346697,0.9
2022-01-01,0.0567847882454624,0.1
2022-01-01,0.07832579185520362,0.2
2022-01-01,0.09079391891891893,0.30000000000000004
2022-01-01,0.10498038546819037,0.4
2022-01-01,0.13829787234042554,0.5
2022-01-01,0.149559751182758,0.6
2022-01-01,0.15307527984277536,0.7000000000000001
2022-01-01,0.17479999314751685,0.8
2022-01-01,0.20094876660341557,0.9
2022-01-08,0.0750990990990991,0.1
2022-01-08,0.10549422336328629,0.2
2022-01-08,0.11850133395197775,0.30000000000000004
2022-01-08,0.13744896696771,0.4
2022-01-08,0.15210355987055016,0.5
2022-01-08,0.1974384900572969,0.6
2022-01-08,0.2138888888888889,0.7000000000000001
2022-01-08,0.22075831969448995,0.8
2022-01-08,0.2444755244755245,0.9
2022-01-15,0.12675035754012395,0.1
2022-01-15,0.14155844155844155,0.2
2022-01-15,0.15345673152982126,0.30000000000000004
2022-01-15,0.15803896721051797,0.4
2022-01-15,0.1643192488262911,0.5
2022-01-15,0.1732412105509374,0.6
2022-01-15,0.18171828171828172,0.7000000000000001
2022-01-15,0.20263787634259006,0.8
2022-01-15,0.2226031746031746,0.9
2022-01-22,0.11821404618185302,0.1
2022-01-22,0.1271055381400209,0.2
2022-01-22,0.13763911694946177,0.30000000000000004
2022-01-22,0.14126984126984127,0.4
2022-01-22,0.15104166666666666,0.5
2022-01-22,0.18758361303530197,0.6
2022-01-22,0.21728509299528084,0.7000000000000001
2022-01-22,0.24140873980446176,0.8
2022-01-22,0.2545655783065855,0.9
2022-01-29,0.14487319334605944,0.1
2022-01-29,0.1566013071895425,0.2
2022-01-29,0.1598654264793192,0.30000000000000004
2022-01-29,0.16787496181651562,0.4
2022-01-29,0.18229166666666666,0.5
2022-01-29,0.1964851024208566,0.6
2022-01-29,0.2020253164556962,0.7000000000000001
2022-01-29,0.23564279214870676,0.8
2022-01-29,0.28243829071927806,0.9
2022-02-05,0.1166883963494133,0.1
2022-02-05,0.14874285714285715,0.2
2022-02-05,0.170026271793647,0.30000000000000004
2022-02-05,0.1746723646723647,0.4
2022-02-05,0.1935483870967742,0.5
2022-02-05,0.20703703703703702,0.6
2022-02-05,0.22561380225613803,0.7000000000000001
2022-02-05,0.2478002699055331,0.8
2022-02-05,0.2788339049485547,0.9
2022-02-12,0.15023536057239695,0.1
2022-02-12,0.19405008472980606,0.2
2022-02-12,0.23394736842105265,0.30000000000000004
2022-02-12,0.25399580392904825,0.4
2022-02-12,0.25806451612903225,0.5
2022-02-12,0.2720890410958904,0.6
2022-02-12,0.29129411764705887,0.7000000000000001
2022-02-12,0.3158210512586409,0.8
2022-02-12,0.3191002949852507,0.9
2022-02-19,0.18687008784096162,0.1
2022-02-19,0.20579710144927538,0.2
2022-02-19,0.21594405594405594,0.30000000000000004
2022-02-19,0.24505327245053277,0.4
2022-02-19,0.26881720430107525,0.5
2022-02-19,0.2837513631406761,0.6
2022-02-19,0.28670807453416147,0.7000000000000001
2022-02-19,0.30315856982523653,0.8
2022-02-19,0.3372727272727273,0.9
2022-02-26,0.18977272727272726,0.1
2022-02-26,0.19446188980873536,0.2
2022-02-26,0.24838350055741362,0.30000000000000004
2022-02-26,0.26569158540989524,0.4
2022-02-26,0.26851851851851855,0.5
