treatment_date,cum_count,cum_count_q
2022-03-04,291.2,0.4
2022-03-05,294,0.4
2022-03-06,299.4,0.4
2022-03-07,302.2,0.4
2022-03-08,308,0.4
2021-12-20,1,0.5
2021-12-21,2,0.5
2021-12-22,2,0.5
2021-12-23,3,0.5
2021-12-24,5,0.5
2021-12-25,7,0.5
2021-12-26,10,0.5
2021-12-27,12,0.5
2021-12-28,15.5,0.5
2021-12-29,19,0.5
2021-12-30,23,0.5
2021-12-31,26.5,0.5
2022-01-01,31.5,0.5
2022-01-02,35.5,0.5
2022-01-03,38.5,0.5
2022-01-04,44,0.5
2022-01-05,48,0.5
2022-01-06,54,0.5
2022-01-07,56.5,0.5
2022-01-08,61,0.5
2022-01-09,65.5,0.5
2022-01-10,67.5,0.5
2022-01-11,70,0.5
2022-01-12,76,0.5
2022-01-13,80,0.5
2022-01-14,85.5,0.5
2022-01-15,88,0.5
2022-01-16,91.5,0.5
2022-01-17,97.5,0.5
2022-01-18,101.5,0.5
2022-01-19,106,0.5
2022-01-20,109,0.5
2022-01-21,112.5,0.5
2022-01-22,121,0.5
2022-01-23,126.5,0.5
2022-01-24,132,0.5
2022-01-25,134.5,0.5
2022-01-26,140,0.5
2022-01-27,142.5,0.5
2022-01-28,145.5,0.5
2022-01-29,150,0.5
2022-01-30,154.5,0.5
2022-01-31,158.5,0.5
2022-02-01,162.5,0.5
2022-02-02,167,0.5
2022-02-03,172,0.5
2022-02-04,175,0.5
2022-02-05,181,0.5
2022-02-06,184.5,0.5
2022-02-07,189.5,0.5
2022-02-08,196,0.5
2022-02-09,200,0.5
2022-02-10,204,0.5
2022-02-11,205.5,0.5
2022-02-12,210.5,0.5
2022-02-13,214,0.5
2022-02-14,220,0.5
2022-02-15,223,0.5
2022-02-16,228,0.5
2022-02-17,232,0.5
2022-02-18,236.5,0.5
2022-02-19,242.5,0.5
2022-02-20,248,0.5
2022-02-21,252.5,0.5
2022-02-22,254.5,0.5
2022-02-23,258.5,0.5
2022-02-24,263,0.5
2022-02-25,265.5,0.5
2022-02-26,269.5,0.5
2022-02-27,274,0.5
2022-02-28,278.5,0.5
2022-03-01,282.5,0.5
2022-03-02,286.5,0.5
2022-03-03,288,0.5
2022-03-04,293,0.5
2022-03-05,294.5,0.5
2022-03-06,301.5,0.5
2022-03-07,304.5,0.5
2022-03-08,308,0.5
2021-12-20,1,0.6
2021-12-21,2,0.6
2021-12-22,2.8,0.6
2021-12-23,3.3999999999999995,0.6
2021-12-24,5.3999999999999995,0.6
2021-12-25,7.3999999999999995,0.6
2021-12-26,10,0.6
2021-12-27,12,0.6
2021-12-28,16.4,0.6
2021-12-29,19.4,0.6
2021-12-30,23,0.6
2021-12-31,27.799999999999997,0.6
2022-01-01,32.4,0.6
2022-01-02,36.4,0.6
2022-01-03,39,0.6
2022-01-04,45.8,0.6
2022-01-05,51,0.6
2022-01-06,55.8,0.6
2022-01-07,59.2,0.6
2022-01-08,63.199999999999996,0.6
2022-01-09,67.6,0.6
2022-01-10,69.8,0.6
2022-01-11,73.39999999999999,0.6
2022-01-12,77.8,0.6
2022-01-13,82.19999999999999,0.6
2022-01-14,86.8,0.6
2022-01-15,89,0.6
2022-01-16,92.8,0.6
2022-01-17,98.4,0.6
2022-01-18,102,0.6
2022-01-19,106.80000000000001,0.6
2022-01-20,110.8,0.6
2022-01-21,115.2,0.6
2022-01-22,121.8,0.6
2022-01-23,127.4,0.6
2022-01-24,134.2,0.6
2022-01-25,137.60000000000002,0.6
2022-01-26,142,0.6
2022-01-27,145.6,0.6
2022-01-28,148.6,0.6
2022-01-29,153.2,0.6
2022-01-30,156.2,0.6
2022-01-31,161.39999999999998,0.6
2022-02-01,166.4,0.6
2022-02-02,169.4,0.6
2022-02-03,173.8,0.6
2022-02-04,177.6,0.6
2022-02-05,182.8,0.6
2022-02-06,186.2,0.6
2022-02-07,191.4,0.6
2022-02-08,197,0.6
2022-02-09,200.4,0.6
2022-02-10,205,0.6
2022-02-11,208,0.6
2022-02-12,213.8,0.6
2022-02-13,217,0.6
2022-02-14,221,0.6
2022-02-15,225,0.6
2022-02-16,229.6,0.6
2022-02-17,234.2,0.6
2022-02-18,239.39999999999998,0.6
2022-02-19,243.39999999999998,0.6
2022-02-20,248,0.6
2022-02-21,253,0.6
2022-02-22,255.4,0.6
2022-02-23,259,0.6
2022-02-24,263,0.6
2022-02-25,267.2,0.6
2022-02-26,270,0.6
2022-02-27,275.6,0.6
2022-02-28,280.4,0.6
2022-03-01,285.6,0.6
2022-03-02,288.2,0.6
2022-03-03,290.6,0.6
2022-03-04,295.2,0.6
2022-03-05,297.4,0.6
2022-03-06,302.8,0.6
2022-03-07,306,0.6
2022-03-08,310.4,0.6
2021-12-20,1,0.7000000000000001
2021-12-21,2,0.7000000000000001
2021-12-22,3,0.7000000000000001
2021-12-23,4.300000000000001,0.7000000000000001
2021-12-24,6,0.7000000000000001
2021-12-25,8.3,0.7000000000000001
2021-12-26,10,0.7000000000000001
2021-12-27,12.600000000000001,0.7000000000000001
2021-12-28,17.3,0.7000000000000001
2021-12-29,20.3,0.7000000000000001
2021-12-30,25.100000000000005,0.7000000000000001
2021-12-31,29.900000000000002,0.7000000000000001
2022-01-01,33.900000000000006,0.7000000000000001
2022-01-02,39.10000000000001,0.7000000000000001
2022-01-03,41.7,0.7000000000000001
2022-01-04,48.5,0.7000000000000001
2022-01-05,54.6,0.7000000000000001
2022-01-06,57.300000000000004,0.7000000000000001
2022-01-07,61,0.7000000000000001
2022-01-08,65.60000000000001,0.7000000000000001
2022-01-09,70.3,0.7000000000000001
2022-01-10,71.6,0.7000000000000001
2022-01-11,77,0.7000000000000001
2022-01-12,80.2,0.7000000000000001
2022-01-13,84,0.7000000000000001
2022-01-14,88.3,0.7000000000000001
2022-01-15,90.80000000000001,0.7000000000000001
2022-01-16,95.5,0.7000000000000001
2022-01-17,99.9,0.7000000000000001
2022-01-18,102.89999999999999,0.7000000000000001
2022-01-19,108.3,0.7000000000000001
2022-01-20,112,0.7000000000000001
2022-01-21,117,0.7000000000000001
2022-01-22,123,0.7000000000000001
2022-01-23,128.3,0.7000000000000001
2022-01-24,136,0.7000000000000001
2022-01-25,140.9,0.7000000000000001
2022-01-26,143.2,0.7000000000000001
2022-01-27,148.3,0.7000000000000001
2022-01-28,151.3,0.7000000000000001
2022-01-29,155,0.7000000000000001
2022-01-30,158.6,0.7000000000000001
2022-01-31,163.5,0.7000000000000001
2022-02-01,167.6,0.7000000000000001
2022-02-02,170.60000000000002,0.7000000000000001
2022-02-03,175.6,0.7000000000000001
2022-02-04,180,0.7000000000000001
2022-02-05,184,0.7000000000000001
2022-02-06,188,0.7000000000000001
2022-02-07,192.3,0.7000000000000001
2022-02-08,197,0.7000000000000001
2022-02-09,201.29999999999998,0.7000000000000001
2022-02-10,205.3,0.7000000000000001
2022-02-11,211.3,0.7000000000000001
2022-02-12,215.9,0.7000000000000001
2022-02-13,219.39999999999998,0.7000000000000001
2022-02-14,222.8,0.7000000000000001
2022-02-15,228.60000000000002,0.7000000000000001
2022-02-16,232.6,0.7000000000000001
2022-02-17,236,0.7000000000000001
2022-02-18,240.3,0.7000000000000001
2022-02-19,244.3,0.7000000000000001
2022-02-20,248.6,0.7000000000000001
2022-02-21,253,0.7000000000000001
2022-02-22,256.3,0.7000000000000001
2022-02-23,259.9,0.7000000000000001
2022-02-24,263.6,0.7000000000000001
2022-02-25,269.3,0.7000000000000001
2022-02-26,271.8,0.7000000000000001
2022-02-27,278,0.7000000000000001
2022-02-28,281.6,0.7000000000000001
2022-03-01,288.3,0.7000000000000001
2022-03-02,290.6,0.7000000000000001
2022-03-03,294.2,0.7000000000000001
2022-03-04,298.2,0.7000000000000001
2022-03-05,303.4,0.7000000000000001
2022-03-06,306.7,0.7000000000000001
2022-03-07,309.90000000000003,0.7000000000000001
2022-03-08,316.4,0.7000000000000001
2021-12-20,1,0.8
2021-12-21,2.6000000000000005,0.8
2021-12-22,3.4000000000000004,0.8
2021-12-23,5,0.8
2021-12-24,6.199999999999999,0.8
2021-12-25,9,0.8
2021-12-26,10.2,0.8
2021-12-27,14.399999999999999,0.8
2021-12-28,18.2,0.8
2021-12-29,21.2,0.8
2021-12-30,30,0.8
2021-12-31,32.599999999999994,0.8
2022-01-01,36.2,0.8
2022-01-02,44,0.8
2022-01-03,48.2,0.8
2022-01-04,52,0.8
2022-01-05,56.4,0.8
2022-01-06,58.599999999999994,0.8
2022-01-07,61.39999999999999,0.8
2022-01-08,67.6,0.8
2022-01-09,71.2,0.8
2022-01-10,73.39999999999999,0.8
2022-01-11,77.19999999999999,0.8
2022-01-12,83,0.8
2022-01-13,84.6,0.8
2022-01-14,89.19999999999999,0.8
2022-01-15,95,0.8
2022-01-16,99,0.8
2022-01-17,102.4,0.8
2022-01-18,105,0.8
2022-01-19,109.39999999999999,0.8
2022-01-20,112.4,0.8
2022-01-21,117.39999999999999,0.8
2022-01-22,123.2,0.8
2022-01-23,129.4,0.8
2022-01-24,136.2,0.8
2022-01-25,143,0.8
2022-01-26,146.2,0.8
2022-01-27,149.2,0.8
2022-01-28,152.4,0.8
2022-01-29,155.4,0.8
2022-01-30,160.6,0.8
2022-01-31,167.2,0.8
2022-02-01,169.20000000000002,0.8
2022-02-02,172.8,0.8
2022-02-03,177.20000000000002,0.8
2022-02-04,180.39999999999998,0.8
2022-02-05,184.2,0.8
2022-02-06,188.60000000000002,0.8
2022-02-07,193.20000000000002,0.8
2022-02-08,197.2,0.8
2022-02-09,202.6,0.8
2022-02-10,206.4,0.8
2022-02-11,212,0.8
2022-02-12,218.2,0.8
2022-02-13,225.20000000000002,0.8
2022-02-14,227.8,0.8
2022-02-15,231.2,0.8
2022-02-16,235.2,0.8
2022-02-17,237,0.8
2022-02-18,241.8,0.8
2022-02-19,245.8,0.8
2022-02-20,250.6,0.8
2022-02-21,253.39999999999998,0.8
2022-02-22,257.8,0.8
2022-02-23,262.2,0.8
2022-02-24,265.6,0.8
2022-02-25,270.6,0.8
2022-02-26,276,0.8
2022-02-27,278.4,0.8
2022-02-28,283.2,0.8
2022-03-01,290.4,0.8
2022-03-02,294.2,0.8
2022-03-03,299.4,0.8
2022-03-04,302.8,0.8
2022-03-05,309.4,0.8
2022-03-06,313.2,0.8
2022-03-07,319.4,0.8
2022-03-08,322.8,0.8
2021-12-20,1,0.9
2021-12-21,3,0.9
2021-12-22,4,0.9
2021-12-23,5.1,0.9
2021-12-24,7.199999999999999,0.9
2021-12-25,9.299999999999999,0.9
2021-12-26,11.2,0.9
2021-12-27,16,0.9
2021-12-28,19.1,0.9
2021-12-29,22.699999999999996,0.9
2021-12-30,30.2,0.9
2021-12-31,35,0.9
2022-01-01,37.199999999999996,0.9
2022-01-02,44.1,0.9
2022-01-03,49.099999999999994,0.9
2022-01-04,52.2,0.9
2022-01-05,58.099999999999994,0.9
2022-01-06,61.099999999999994,0.9
2022-01-07,63,0.9
2022-01-08,70,0.9
2022-01-09,72.1,0.9
2022-01-10,75.1,0.9
2022-01-11,78.10000000000001,0.9
2022-01-12,83,0.9
2022-01-13,87,0.9
2022-01-14,90.1,0.9
2022-01-15,95.1,0.9
2022-01-16,99.1,0.9
2022-01-17,104.1,0.9
2022-01-18,105.2,0.9
2022-01-19,111,0.9
2022-01-20,114.39999999999999,0.9
2022-01-21,119.89999999999999,0.9
2022-01-22,124.80000000000001,0.9
2022-01-23,131.5,0.9
2022-01-24,137.5,0.9
2022-01-25,143.1,0.9
2022-01-26,147.39999999999998,0.9
2022-01-27,150.3,0.9
2022-01-28,154.4,0.9
2022-01-29,157.4,0.9
2022-01-30,163.2,0.9
2022-01-31,168,0.9
2022-02-01,170.4,0.9
2022-02-02,176.1,0.9
2022-02-03,178.10000000000002,0.9
2022-02-04,182.3,0.9
2022-02-05,185.2,0.9
2022-02-06,191.5,0.9
2022-02-07,194.5,0.9
2022-02-08,198.7,0.9
2022-02-09,205.3,0.9
2022-02-10,208.4,0.9
2022-02-11,212.2,0.9
2022-02-12,219.2,0.9
2022-02-13,226.20000000000002,0.9
2022-02-14,231.10000000000002,0.9
2022-02-15,236.20000000000002,0.9
2022-02-16,240.2,0.9
2022-02-17,241.8,0.9
2022-02-18,246.1,0.9
2022-02-19,250.1,0.9
2022-02-20,254.10000000000002,0.9
2022-02-21,256.2,0.9
2022-02-22,262.3,0.9
2022-02-23,264.8,0.9
2022-02-24,269.7,0.9
2022-02-25,274.6,0.9
2022-02-26,277.59999999999997,0.9
2022-02-27,281.3,0.9
2022-02-28,285.2,0.9
2022-03-01,296.7,0.9
2022-03-02,304,0.9
2022-03-03,310.1,0.9
2022-03-04,311.4,0.9
2022-03-05,312.59999999999997,0.9
2022-03-06,315.6,0.9
2022-03-07,322.29999999999995,0.9
2022-03-08,327.2,0.9
