elig_start,cum_count_redacted,cum_count_redacted_q
2022-01-19,120,0.4
2022-01-20,120,0.4
2022-01-21,130,0.4
2022-01-22,136,0.4
2022-01-23,136,0.4
2022-01-24,146,0.4
2022-01-25,146,0.4
2022-01-26,156,0.4
2022-01-27,156,0.4
2022-01-28,160,0.4
2022-01-29,166,0.4
2022-01-30,170,0.4
2022-01-31,176,0.4
2022-02-01,180,0.4
2022-02-02,186,0.4
2022-02-03,190,0.4
2022-02-04,196,0.4
2022-02-05,200,0.4
2022-02-06,200,0.4
2022-02-07,210,0.4
2022-02-08,220,0.4
2022-02-09,220,0.4
2022-02-10,226,0.4
2022-02-11,230,0.4
2022-02-12,230,0.4
2022-02-13,240,0.4
2022-02-14,240,0.4
2022-02-15,250,0.4
2022-02-16,250,0.4
2022-02-17,260,0.4
2022-02-18,266,0.4
2022-02-19,270,0.4
2022-02-20,280,0.4
2022-02-21,280,0.4
2022-02-22,286,0.4
2022-02-23,290,0.4
2022-02-24,296,0.4
2022-02-25,296,0.4
2022-02-26,300,0.4
2022-02-27,310,0.4
2022-02-28,316,0.4
2022-03-01,320,0.4
2022-03-02,326,0.4
2022-03-03,326,0.4
2022-03-04,330,0.4
2022-03-05,336,0.4
2022-03-06,340,0.4
2022-03-07,346,0.4
2022-03-08,352,0.4
2021-12-20,0,0.5
2021-12-21,0,0.5
2021-12-22,0,0.5
2021-12-23,0,0.5
2021-12-24,10,0.5
2021-12-25,10,0.5
2021-12-26,10,0.5
2021-12-27,20,0.5
2021-12-28,20,0.5
2021-12-29,25,0.5
2021-12-30,30,0.5
2021-12-31,30,0.5
2022-01-01,40,0.5
2022-01-02,40,0.5
2022-01-03,50,0.5
2022-01-04,50,0.5
2022-01-05,60,0.5
2022-01-06,60,0.5
2022-01-07,70,0.5
2022-01-08,70,0.5
2022-01-09,80,0.5
2022-01-10,80,0.5
2022-01-11,80,0.5
2022-01-12,90,0.5
2022-01-13,90,0.5
2022-01-14,100,0.5
2022-01-15,100,0.5
2022-01-16,110,0.5
2022-01-17,115,0.5
2022-01-18,115,0.5
2022-01-19,120,0.5
2022-01-20,120,0.5
2022-01-21,130,0.5
2022-01-22,140,0.5
2022-01-23,140,0.5
2022-01-24,150,0.5
2022-01-25,150,0.5
2022-01-26,160,0.5
2022-01-27,160,0.5
2022-01-28,160,0.5
2022-01-29,170,0.5
2022-01-30,175,0.5
2022-01-31,180,0.5
2022-02-01,180,0.5
2022-02-02,190,0.5
2022-02-03,190,0.5
2022-02-04,200,0.5
2022-02-05,200,0.5
2022-02-06,205,0.5
2022-02-07,210,0.5
2022-02-08,220,0.5
2022-02-09,220,0.5
2022-02-10,230,0.5
2022-02-11,230,0.5
2022-02-12,235,0.5
2022-02-13,240,0.5
2022-02-14,240,0.5
2022-02-15,250,0.5
2022-02-16,255,0.5
2022-02-17,260,0.5
2022-02-18,270,0.5
2022-02-19,270,0.5
2022-02-20,280,0.5
2022-02-21,280,0.5
2022-02-22,290,0.5
2022-02-23,290,0.5
2022-02-24,300,0.5
2022-02-25,300,0.5
2022-02-26,305,0.5
2022-02-27,315,0.5
2022-02-28,320,0.5
2022-03-01,320,0.5
2022-03-02,330,0.5
2022-03-03,330,0.5
2022-03-04,335,0.5
2022-03-05,340,0.5
2022-03-06,345,0.5
2022-03-07,350,0.5
2022-03-08,360,0.5
2021-12-20,0,0.6
2021-12-21,0,0.6
2021-12-22,0,0.6
2021-12-23,0,0.6
2021-12-24,10,0.6
2021-12-25,10,0.6
2021-12-26,10,0.6
2021-12-27,20,0.6
2021-12-28,20,0.6
2021-12-29,30,0.6
2021-12-30,30,0.6
2021-12-31,33.99999999999999,0.6
2022-01-01,40,0.6
2022-01-02,40,0.6
2022-01-03,50,0.6
2022-01-04,54,0.6
2022-01-05,60,0.6
2022-01-06,63.99999999999999,0.6
2022-01-07,70,0.6
2022-01-08,70,0.6
2022-01-09,80,0.6
2022-01-10,80,0.6
2022-01-11,84,0.6
2022-01-12,90,0.6
2022-01-13,94,0.6
2022-01-14,100,0.6
2022-01-15,100,0.6
2022-01-16,110,0.6
2022-01-17,120,0.6
2022-01-18,120,0.6
2022-01-19,120,0.6
2022-01-20,123.99999999999999,0.6
2022-01-21,130,0.6
2022-01-22,140,0.6
2022-01-23,140,0.6
2022-01-24,150,0.6
2022-01-25,154,0.6
2022-01-26,160,0.6
2022-01-27,160,0.6
2022-01-28,164,0.6
2022-01-29,170,0.6
2022-01-30,180,0.6
2022-01-31,180,0.6
2022-02-01,180,0.6
2022-02-02,190,0.6
2022-02-03,190,0.6
2022-02-04,200,0.6
2022-02-05,204,0.6
2022-02-06,210,0.6
2022-02-07,214,0.6
2022-02-08,220,0.6
2022-02-09,224,0.6
2022-02-10,230,0.6
2022-02-11,230,0.6
2022-02-12,240,0.6
2022-02-13,240,0.6
2022-02-14,244,0.6
2022-02-15,250,0.6
2022-02-16,260,0.6
2022-02-17,260,0.6
2022-02-18,270,0.6
2022-02-19,274,0.6
2022-02-20,280,0.6
2022-02-21,284,0.6
2022-02-22,294,0.6
2022-02-23,294,0.6
2022-02-24,300,0.6
2022-02-25,304,0.6
2022-02-26,310,0.6
2022-02-27,320,0.6
2022-02-28,320,0.6
2022-03-01,324,0.6
2022-03-02,330,0.6
2022-03-03,334,0.6
2022-03-04,340,0.6
2022-03-05,344,0.6
2022-03-06,350,0.6
2022-03-07,354,0.6
2022-03-08,360,0.6
2021-12-20,0,0.7000000000000001
2021-12-21,0,0.7000000000000001
2021-12-22,0,0.7000000000000001
2021-12-23,3.000000000000007,0.7000000000000001
2021-12-24,10,0.7000000000000001
2021-12-25,10,0.7000000000000001
2021-12-26,13.000000000000007,0.7000000000000001
2021-12-27,20,0.7000000000000001
2021-12-28,20,0.7000000000000001
2021-12-29,30,0.7000000000000001
2021-12-30,30,0.7000000000000001
2021-12-31,40,0.7000000000000001
2022-01-01,40,0.7000000000000001
2022-01-02,43.00000000000001,0.7000000000000001
2022-01-03,50,0.7000000000000001
2022-01-04,60,0.7000000000000001
2022-01-05,60,0.7000000000000001
2022-01-06,70,0.7000000000000001
2022-01-07,70,0.7000000000000001
2022-01-08,73,0.7000000000000001
2022-01-09,80,0.7000000000000001
2022-01-10,80,0.7000000000000001
2022-01-11,90,0.7000000000000001
2022-01-12,90,0.7000000000000001
2022-01-13,100,0.7000000000000001
2022-01-14,100,0.7000000000000001
2022-01-15,103,0.7000000000000001
2022-01-16,110,0.7000000000000001
2022-01-17,120,0.7000000000000001
2022-01-18,120,0.7000000000000001
2022-01-19,120,0.7000000000000001
2022-01-20,130,0.7000000000000001
2022-01-21,133,0.7000000000000001
2022-01-22,140,0.7000000000000001
2022-01-23,143,0.7000000000000001
2022-01-24,153,0.7000000000000001
2022-01-25,160,0.7000000000000001
2022-01-26,160,0.7000000000000001
2022-01-27,163,0.7000000000000001
2022-01-28,170,0.7000000000000001
2022-01-29,173,0.7000000000000001
2022-01-30,180,0.7000000000000001
2022-01-31,183,0.7000000000000001
2022-02-01,183,0.7000000000000001
2022-02-02,190,0.7000000000000001
2022-02-03,193,0.7000000000000001
2022-02-04,200,0.7000000000000001
2022-02-05,210,0.7000000000000001
2022-02-06,210,0.7000000000000001
2022-02-07,220,0.7000000000000001
2022-02-08,220,0.7000000000000001
2022-02-09,230,0.7000000000000001
2022-02-10,230,0.7000000000000001
2022-02-11,233,0.7000000000000001
2022-02-12,243,0.7000000000000001
2022-02-13,246,0.7000000000000001
2022-02-14,253,0.7000000000000001
2022-02-15,256,0.7000000000000001
2022-02-16,263,0.7000000000000001
2022-02-17,266,0.7000000000000001
2022-02-18,273,0.7000000000000001
2022-02-19,280,0.7000000000000001
2022-02-20,283,0.7000000000000001
2022-02-21,293,0.7000000000000001
2022-02-22,300,0.7000000000000001
2022-02-23,300,0.7000000000000001
2022-02-24,300,0.7000000000000001
2022-02-25,310,0.7000000000000001
2022-02-26,310,0.7000000000000001
2022-02-27,320,0.7000000000000001
2022-02-28,320,0.7000000000000001
2022-03-01,330,0.7000000000000001
2022-03-02,333,0.7000000000000001
2022-03-03,340,0.7000000000000001
2022-03-04,343,0.7000000000000001
2022-03-05,350,0.7000000000000001
2022-03-06,350,0.7000000000000001
2022-03-07,360,0.7000000000000001
2022-03-08,363,0.7000000000000001
2021-12-20,0,0.8
2021-12-21,0,0.8
2021-12-22,0,0.8
2021-12-23,10,0.8
2021-12-24,10,0.8
2021-12-25,10,0.8
2021-12-26,20,0.8
2021-12-27,20,0.8
2021-12-28,20,0.8
2021-12-29,30,0.8
2021-12-30,31.999999999999993,0.8
2021-12-31,40,0.8
2022-01-01,40,0.8
2022-01-02,50,0.8
2022-01-03,50,0.8
2022-01-04,60,0.8
2022-01-05,60,0.8
2022-01-06,70,0.8
2022-01-07,70,0.8
2022-01-08,80,0.8
2022-01-09,80,0.8
2022-01-10,82,0.8
2022-01-11,90,0.8
2022-01-12,90,0.8
2022-01-13,100,0.8
2022-01-14,100,0.8
2022-01-15,110,0.8
2022-01-16,110,0.8
2022-01-17,120,0.8
2022-01-18,120,0.8
2022-01-19,122,0.8
2022-01-20,130,0.8
2022-01-21,140,0.8
2022-01-22,140,0.8
2022-01-23,150,0.8
2022-01-24,160,0.8
2022-01-25,160,0.8
2022-01-26,162,0.8
2022-01-27,170,0.8
2022-01-28,170,0.8
2022-01-29,180,0.8
2022-01-30,180,0.8
2022-01-31,190,0.8
2022-02-01,190,0.8
2022-02-02,190,0.8
2022-02-03,200,0.8
2022-02-04,200,0.8
2022-02-05,210,0.8
2022-02-06,212,0.8
2022-02-07,222,0.8
2022-02-08,222,0.8
2022-02-09,232,0.8
2022-02-10,232,0.8
2022-02-11,242,0.8
2022-02-12,250,0.8
2022-02-13,260,0.8
2022-02-14,260,0.8
2022-02-15,270,0.8
2022-02-16,272,0.8
2022-02-17,280,0.8
2022-02-18,282,0.8
2022-02-19,282,0.8
2022-02-20,292,0.8
2022-02-21,300,0.8
2022-02-22,300,0.8
2022-02-23,302,0.8
2022-02-24,302,0.8
2022-02-25,312,0.8
2022-02-26,312,0.8
2022-02-27,320,0.8
2022-02-28,322,0.8
2022-03-01,332,0.8
2022-03-02,340,0.8
2022-03-03,342,0.8
2022-03-04,350,0.8
2022-03-05,352,0.8
2022-03-06,354,0.8
2022-03-07,362,0.8
2022-03-08,370,0.8
2021-12-20,0,0.9
2021-12-21,0,0.9
2021-12-22,0,0.9
2021-12-23,10,0.9
2021-12-24,10,0.9
2021-12-25,10,0.9
2021-12-26,20,0.9
2021-12-27,20,0.9
2021-12-28,20.999999999999996,0.9
2021-12-29,30,0.9
2021-12-30,40,0.9
2021-12-31,40,0.9
2022-01-01,41,0.9
2022-01-02,50,0.9
2022-01-03,50.99999999999999,0.9
2022-01-04,60,0.9
2022-01-05,60,0.9
2022-01-06,70,0.9
2022-01-07,70,0.9
2022-01-08,80,0.9
2022-01-09,80,0.9
2022-01-10,90,0.9
2022-01-11,90,0.9
2022-01-12,91,0.9
2022-01-13,100,0.9
2022-01-14,100.99999999999999,0.9
2022-01-15,110,0.9
2022-01-16,111,0.9
2022-01-17,120,0.9
2022-01-18,121,0.9
2022-01-19,130,0.9
2022-01-20,131,0.9
2022-01-21,141,0.9
2022-01-22,141,0.9
2022-01-23,151,0.9
2022-01-24,160,0.9
2022-01-25,161,0.9
2022-01-26,170,0.9
2022-01-27,171,0.9
2022-01-28,171,0.9
2022-01-29,180,0.9
2022-01-30,181,0.9
2022-01-31,190,0.9
2022-02-01,191,0.9
2022-02-02,191,0.9
2022-02-03,200.99999999999997,0.9
2022-02-04,200.99999999999997,0.9
2022-02-05,210,0.9
2022-02-06,220,0.9
2022-02-07,230,0.9
2022-02-08,230,0.9
2022-02-09,240,0.9
2022-02-10,240,0.9
2022-02-11,250,0.9
2022-02-12,250,0.9
2022-02-13,260,0.9
2022-02-14,261,0.9
2022-02-15,270,0.9
2022-02-16,280,0.9
2022-02-17,280,0.9
2022-02-18,290,0.9
2022-02-19,291,0.9
2022-02-20,300,0.9
2022-02-21,300,0.9
2022-02-22,301,0.9
2022-02-23,310,0.9
2022-02-24,311,0.9
2022-02-25,320,0.9
2022-02-26,321,0.9
2022-02-27,321,0.9
2022-02-28,330,0.9
2022-03-01,340,0.9
2022-03-02,341,0.9
2022-03-03,351,0.9
2022-03-04,351,0.9
2022-03-05,361,0.9
2022-03-06,370,0.9
2022-03-07,371,0.9
2022-03-08,371,0.9
