treatment_date,cum_count_redacted,treatment_type
2022-11-15,12810,Paxlovid
2022-11-16,12820,Paxlovid
2022-11-17,12850,Paxlovid
2022-11-18,12860,Paxlovid
2022-11-19,12870,Paxlovid
2022-11-20,12880,Paxlovid
2022-11-21,12900,Paxlovid
2022-11-22,12920,Paxlovid
2022-11-23,12940,Paxlovid
2022-11-24,12960,Paxlovid
2022-11-25,12980,Paxlovid
2022-11-26,12990,Paxlovid
2022-11-27,13000,Paxlovid
2022-11-28,13030,Paxlovid
2022-11-29,13060,Paxlovid
2022-11-30,13090,Paxlovid
2022-12-01,13120,Paxlovid
2022-12-02,13140,Paxlovid
2022-12-03,13150,Paxlovid
2022-12-04,13170,Paxlovid
2022-12-05,13200,Paxlovid
2022-12-06,13240,Paxlovid
2022-12-07,13270,Paxlovid
2022-12-08,13310,Paxlovid
2022-12-09,13340,Paxlovid
2022-12-10,13360,Paxlovid
2022-12-11,13380,Paxlovid
2022-12-12,13420,Paxlovid
2022-12-13,13460,Paxlovid
2022-12-14,13510,Paxlovid
2022-12-15,13550,Paxlovid
2022-12-16,13610,Paxlovid
2022-12-17,13640,Paxlovid
2022-12-18,13670,Paxlovid
2022-12-19,13740,Paxlovid
2022-12-20,13830,Paxlovid
2022-12-21,13880,Paxlovid
2022-12-22,13950,Paxlovid
2022-12-23,14020,Paxlovid
2022-12-24,14070,Paxlovid
2022-12-25,14080,Paxlovid
2022-12-26,14120,Paxlovid
2022-12-27,14160,Paxlovid
2022-12-28,14210,Paxlovid
2022-12-29,14270,Paxlovid
2022-12-30,14340,Paxlovid
2022-12-31,14380,Paxlovid
2023-01-01,14400,Paxlovid
2023-01-02,14440,Paxlovid
2023-01-03,14480,Paxlovid
2023-01-04,14520,Paxlovid
2023-01-05,14560,Paxlovid
2023-01-06,14590,Paxlovid
2023-01-07,14600,Paxlovid
2023-01-08,14610,Paxlovid
2023-01-09,14640,Paxlovid
2023-01-10,14660,Paxlovid
2023-01-11,14670,Paxlovid
2023-01-12,14680,Paxlovid
2023-01-13,14690,Paxlovid
2023-01-14,14700,Paxlovid
2023-01-15,14710,Paxlovid
2023-01-16,14730,Paxlovid
2023-01-17,14740,Paxlovid
2023-01-18,14750,Paxlovid
2023-01-19,14760,Paxlovid
2023-01-20,14780,Paxlovid
2023-01-21,14790,Paxlovid
2023-01-22,14790,Paxlovid
2023-01-23,14810,Paxlovid
2023-01-24,14820,Paxlovid
2023-01-25,14840,Paxlovid
2023-01-26,14860,Paxlovid
2023-01-27,14880,Paxlovid
2023-01-28,14890,Paxlovid
2023-01-29,14910,Paxlovid
2023-01-30,14930,Paxlovid
2023-01-31,14960,Paxlovid
2023-02-01,14980,Paxlovid
2023-02-02,15010,Paxlovid
2023-02-03,15040,Paxlovid
2023-02-04,15050,Paxlovid
2023-02-05,15060,Paxlovid
2023-02-06,15090,Paxlovid
2023-02-07,15110,Paxlovid
2023-02-08,15140,Paxlovid
2023-02-09,15170,Paxlovid
2023-02-10,15210,Paxlovid
2023-02-11,15220,Paxlovid
2023-02-12,15240,Paxlovid
2023-02-13,15270,Paxlovid
2023-02-14,15310,Paxlovid
2023-02-15,15360,Paxlovid
2023-02-16,15400,Paxlovid
2023-02-17,15430,Paxlovid
2023-02-18,15460,Paxlovid
2023-02-19,15480,Paxlovid
2023-02-20,15530,Paxlovid
2023-02-21,15570,Paxlovid
2023-02-22,15620,Paxlovid
2023-02-23,15650,Paxlovid
2023-02-24,15690,Paxlovid
2023-02-25,15720,Paxlovid
2023-02-26,15730,Paxlovid
2023-02-27,15780,Paxlovid
2023-02-28,15810,Paxlovid
2023-03-01,15850,Paxlovid
2023-03-02,15890,Paxlovid
2023-03-03,15930,Paxlovid
2023-03-04,15950,Paxlovid
2023-03-05,15970,Paxlovid
2023-03-06,16040,Paxlovid
2023-03-07,16080,Paxlovid
2023-03-08,16140,Paxlovid
2023-03-09,16180,Paxlovid
2023-03-10,16220,Paxlovid
2023-03-11,16260,Paxlovid
2023-03-12,16280,Paxlovid
2023-03-13,16340,Paxlovid
2023-03-14,16400,Paxlovid
2023-03-15,16460,Paxlovid
2023-03-16,16500,Paxlovid
2023-03-17,16540,Paxlovid
2023-03-18,16590,Paxlovid
2023-03-19,16610,Paxlovid
2023-03-20,16670,Paxlovid
2023-03-21,16740,Paxlovid
2023-03-22,16800,Paxlovid
2023-03-23,16850,Paxlovid
2023-03-24,16920,Paxlovid
2023-03-25,16960,Paxlovid
2023-03-26,16980,Paxlovid
2023-03-27,17030,Paxlovid
2023-03-28,17080,Paxlovid
2023-03-29,17130,Paxlovid
2023-03-30,17170,Paxlovid
2023-03-31,17210,Paxlovid
2023-04-01,17240,Paxlovid
2023-04-02,17260,Paxlovid
2023-04-03,17300,Paxlovid
2023-04-04,17350,Paxlovid
2023-04-05,17380,Paxlovid
2023-04-06,17420,Paxlovid
2023-04-07,17440,Paxlovid
2023-04-08,17470,Paxlovid
2023-04-09,17480,Paxlovid
2023-04-10,17510,Paxlovid
2023-04-11,17530,Paxlovid
2023-04-12,17560,Paxlovid
2023-04-13,17600,Paxlovid
2023-04-14,17640,Paxlovid
2023-04-15,17660,Paxlovid
2023-04-16,17670,Paxlovid
2023-04-17,17700,Paxlovid
2023-04-18,17740,Paxlovid
2023-04-19,17760,Paxlovid
2023-04-20,17790,Paxlovid
2023-04-21,17820,Paxlovid
2023-04-22,17840,Paxlovid
2023-04-23,17850,Paxlovid
2023-04-24,17870,Paxlovid
2023-04-25,17890,Paxlovid
2023-04-26,17920,Paxlovid
2023-04-27,17940,Paxlovid
2023-04-28,17960,Paxlovid
2023-04-29,17980,Paxlovid
2023-04-30,18000,Paxlovid
2023-05-01,18020,Paxlovid
2023-05-02,18060,Paxlovid
2023-05-03,18100,Paxlovid
2023-05-04,18140,Paxlovid
2023-05-05,18170,Paxlovid
2023-05-06,18190,Paxlovid
2023-05-07,18210,Paxlovid
2023-05-08,18230,Paxlovid
2023-05-09,18270,Paxlovid
2023-05-10,18300,Paxlovid
2023-05-11,18320,Paxlovid
2023-05-12,18340,Paxlovid
2023-05-13,18350,Paxlovid
2023-05-14,18360,Paxlovid
2023-05-15,18370,Paxlovid
2023-05-16,18390,Paxlovid
2023-05-17,18410,Paxlovid
2023-05-18,18420,Paxlovid
2023-05-19,18450,Paxlovid
2023-05-20,18460,Paxlovid
2023-05-21,18470,Paxlovid
2023-05-22,18480,Paxlovid
2023-05-23,18500,Paxlovid
2023-05-24,18520,Paxlovid
2023-05-25,18540,Paxlovid
2023-05-26,18560,Paxlovid
2023-05-27,18570,Paxlovid
2023-05-28,18580,Paxlovid
2023-05-29,18590,Paxlovid
2023-05-30,18600,Paxlovid
2023-05-31,18610,Paxlovid
2023-06-01,18620,Paxlovid
2023-06-02,18640,Paxlovid
2023-06-03,18640,Paxlovid
2023-06-04,18650,Paxlovid
2023-06-05,18660,Paxlovid
2023-06-06,18680,Paxlovid
2023-06-07,18690,Paxlovid
2023-06-08,18710,Paxlovid
2023-06-09,18720,Paxlovid
2023-06-10,18730,Paxlovid
2023-06-11,18730,Paxlovid
2023-06-12,18740,Paxlovid
2023-06-13,18750,Paxlovid
2023-06-14,18760,Paxlovid
2023-06-15,18770,Paxlovid
2023-06-16,18780,Paxlovid
2023-06-17,18780,Paxlovid
2023-06-18,18790,Paxlovid
2023-06-19,18790,Paxlovid
2023-06-20,18800,Paxlovid
2023-06-21,18800,Paxlovid
2023-06-22,18810,Paxlovid
2023-06-23,18820,Paxlovid
2023-06-24,18820,Paxlovid
2023-06-25,18820,Paxlovid
2023-06-26,18820,Paxlovid
2023-06-27,18820,Paxlovid
2023-06-28,18820,Paxlovid
2023-06-29,18820,Paxlovid
2023-06-30,18820,Paxlovid
2023-07-01,18830,Paxlovid
2023-07-02,18830,Paxlovid
2023-07-03,18830,Paxlovid
2023-07-04,18830,Paxlovid
2023-07-05,18830,Paxlovid
2023-07-06,18830,Paxlovid
2023-07-07,18830,Paxlovid
2023-07-08,18830,Paxlovid
2023-07-09,18830,Paxlovid
2023-07-10,18830,Paxlovid
2023-07-11,18830,Paxlovid
2023-07-12,18830,Paxlovid
2023-07-13,18830,Paxlovid
2023-07-14,18830,Paxlovid
2023-07-15,18830,Paxlovid
2023-07-16,18830,Paxlovid
2023-07-17,18830,Paxlovid
2023-07-18,18830,Paxlovid
2023-07-19,18830,Paxlovid
2023-07-20,18830,Paxlovid
2023-07-21,18830,Paxlovid
2023-07-22,18830,Paxlovid
2023-07-23,18830,Paxlovid
2023-07-24,18830,Paxlovid
2023-07-25,18830,Paxlovid
2023-07-26,18830,Paxlovid
2023-07-27,18830,Paxlovid
2023-07-28,18830,Paxlovid
2023-07-29,18830,Paxlovid
2023-07-30,18830,Paxlovid
2023-07-31,18830,Paxlovid
2023-08-01,18830,Paxlovid
2023-08-02,18830,Paxlovid
2023-08-03,18830,Paxlovid
2023-08-04,18830,Paxlovid
2023-08-05,18830,Paxlovid
2023-08-06,18830,Paxlovid
2023-08-07,18830,Paxlovid
2023-08-08,18830,Paxlovid
2023-08-09,18830,Paxlovid
2023-08-10,18830,Paxlovid
2023-08-11,18830,Paxlovid
2023-08-12,18830,Paxlovid
2023-08-13,18830,Paxlovid
2023-08-14,18830,Paxlovid
2023-08-15,18830,Paxlovid
2023-08-16,18830,Paxlovid
2023-08-17,18830,Paxlovid
2023-08-18,18830,Paxlovid
2023-08-19,18830,Paxlovid
2023-08-20,18830,Paxlovid
2023-08-21,18830,Paxlovid
2023-08-22,18830,Paxlovid
2023-08-23,18830,Paxlovid
2023-08-24,18830,Paxlovid
2023-08-25,18830,Paxlovid
2023-08-26,18830,Paxlovid
2023-08-27,18830,Paxlovid
2023-08-28,18830,Paxlovid
2023-08-29,18830,Paxlovid
2023-08-30,18830,Paxlovid
2023-08-31,18830,Paxlovid
2023-09-01,18830,Paxlovid
2023-09-02,18830,Paxlovid
2023-09-03,18830,Paxlovid
2023-09-04,18830,Paxlovid
2023-09-05,18830,Paxlovid
2023-09-06,18830,Paxlovid
2023-09-07,18830,Paxlovid
2023-09-08,18830,Paxlovid
2023-09-09,18830,Paxlovid
2023-09-10,18830,Paxlovid
2023-09-11,18830,Paxlovid
2023-09-12,18830,Paxlovid
2023-09-13,18830,Paxlovid
2023-09-14,18830,Paxlovid
2023-09-15,18830,Paxlovid
2023-09-16,18830,Paxlovid
2023-09-17,18830,Paxlovid
2023-09-18,18830,Paxlovid
2023-09-19,18830,Paxlovid
2023-09-20,18830,Paxlovid
2023-09-21,18830,Paxlovid
2023-09-22,18830,Paxlovid
2023-09-23,18830,Paxlovid
2023-09-24,18830,Paxlovid
2023-09-25,18830,Paxlovid
2023-09-26,18830,Paxlovid
2023-09-27,18830,Paxlovid
2023-09-28,18830,Paxlovid
2023-09-29,18830,Paxlovid
2023-09-30,18830,Paxlovid
2023-10-01,18830,Paxlovid
2023-10-02,18830,Paxlovid
2023-10-03,18830,Paxlovid
2023-10-04,18830,Paxlovid
2023-10-05,18830,Paxlovid
2023-10-06,18830,Paxlovid
2023-10-07,18830,Paxlovid
2023-10-08,18830,Paxlovid
2023-10-09,18830,Paxlovid
2023-10-10,18830,Paxlovid
2023-10-11,18830,Paxlovid
2023-10-12,18830,Paxlovid
2023-10-13,18830,Paxlovid
2023-10-14,18830,Paxlovid
2023-10-15,18830,Paxlovid
2023-10-16,18830,Paxlovid
2023-10-17,18830,Paxlovid
2023-10-18,18830,Paxlovid
2023-10-19,18830,Paxlovid
2023-10-20,18830,Paxlovid
2023-10-21,18830,Paxlovid
2023-10-22,18830,Paxlovid
2023-10-23,18830,Paxlovid
2023-10-24,18830,Paxlovid
2023-10-25,18830,Paxlovid
2023-10-26,18830,Paxlovid
2023-10-27,18830,Paxlovid
2023-10-28,18830,Paxlovid
2023-10-29,18830,Paxlovid
2023-10-30,18830,Paxlovid
2023-10-31,18830,Paxlovid
2023-11-01,18830,Paxlovid
2023-11-02,18830,Paxlovid
2023-11-03,18830,Paxlovid
2023-11-04,18830,Paxlovid
2023-11-05,18830,Paxlovid
2023-11-06,18830,Paxlovid
2023-11-07,18830,Paxlovid
2023-11-08,18830,Paxlovid
2023-11-09,18830,Paxlovid
2023-11-10,18830,Paxlovid
2023-11-11,18830,Paxlovid
2023-11-12,18830,Paxlovid
2023-11-13,18830,Paxlovid
2023-11-14,18830,Paxlovid
2023-11-15,18830,Paxlovid
2023-11-16,18830,Paxlovid
2023-11-17,18830,Paxlovid
2023-11-18,18830,Paxlovid
2023-11-19,18830,Paxlovid
2023-11-20,18830,Paxlovid
2023-11-21,18830,Paxlovid
2023-11-22,18830,Paxlovid
2023-11-23,18830,Paxlovid
2023-11-24,18830,Paxlovid
2023-11-25,18830,Paxlovid
2023-11-26,18830,Paxlovid
2023-11-27,18830,Paxlovid
2023-11-28,18830,Paxlovid
2023-11-29,18830,Paxlovid
2023-11-30,18830,Paxlovid
2023-12-01,18830,Paxlovid
2023-12-02,18830,Paxlovid
2023-12-03,18830,Paxlovid
2023-12-04,18830,Paxlovid
2023-12-05,18830,Paxlovid
2023-12-06,18830,Paxlovid
2023-12-07,18830,Paxlovid
2023-12-08,18830,Paxlovid
2023-12-09,18830,Paxlovid
2023-12-10,18830,Paxlovid
2023-12-11,18830,Paxlovid
2023-12-12,18830,Paxlovid
2023-12-13,18830,Paxlovid
2023-12-14,18830,Paxlovid
2022-02-10,NA,Remdesivir
2022-02-11,NA,Remdesivir
2022-02-12,NA,Remdesivir
2022-02-13,NA,Remdesivir
2022-02-14,NA,Remdesivir
2022-02-15,NA,Remdesivir
2022-02-16,NA,Remdesivir
2022-02-17,NA,Remdesivir
2022-02-18,NA,Remdesivir
2022-02-19,NA,Remdesivir
2022-02-20,NA,Remdesivir
2022-02-21,NA,Remdesivir
2022-02-22,NA,Remdesivir
2022-02-23,NA,Remdesivir
2022-02-24,NA,Remdesivir
2022-02-25,NA,Remdesivir
2022-02-26,NA,Remdesivir
2022-02-27,NA,Remdesivir
2022-02-28,NA,Remdesivir
2022-03-01,NA,Remdesivir
2022-03-02,10,Remdesivir
2022-03-03,10,Remdesivir
2022-03-04,10,Remdesivir
2022-03-05,10,Remdesivir
2022-03-06,10,Remdesivir
2022-03-07,10,Remdesivir
2022-03-08,10,Remdesivir
2022-03-09,10,Remdesivir
2022-03-10,10,Remdesivir
2022-03-11,10,Remdesivir
2022-03-12,10,Remdesivir
2022-03-13,10,Remdesivir
2022-03-14,10,Remdesivir
2022-03-15,10,Remdesivir
2022-03-16,10,Remdesivir
2022-03-17,10,Remdesivir
2022-03-18,10,Remdesivir
2022-03-19,10,Remdesivir
2022-03-20,10,Remdesivir
2022-03-21,10,Remdesivir
2022-03-22,10,Remdesivir
2022-03-23,10,Remdesivir
2022-03-24,20,Remdesivir
2022-03-25,20,Remdesivir
2022-03-26,20,Remdesivir
2022-03-27,20,Remdesivir
2022-03-28,20,Remdesivir
2022-03-29,20,Remdesivir
2022-03-30,20,Remdesivir
2022-03-31,20,Remdesivir
2022-04-01,20,Remdesivir
2022-04-02,20,Remdesivir
2022-04-03,20,Remdesivir
2022-04-04,20,Remdesivir
2022-04-05,20,Remdesivir
2022-04-06,20,Remdesivir
2022-04-07,20,Remdesivir
2022-04-08,20,Remdesivir
2022-04-09,20,Remdesivir
2022-04-10,20,Remdesivir
2022-04-11,20,Remdesivir
2022-04-12,20,Remdesivir
2022-04-13,20,Remdesivir
2022-04-14,20,Remdesivir
2022-04-15,20,Remdesivir
2022-04-16,20,Remdesivir
2022-04-17,20,Remdesivir
2022-04-18,20,Remdesivir
2022-04-19,20,Remdesivir
2022-04-20,20,Remdesivir
2022-04-21,30,Remdesivir
2022-04-22,30,Remdesivir
2022-04-23,30,Remdesivir
2022-04-24,30,Remdesivir
2022-04-25,30,Remdesivir
2022-04-26,30,Remdesivir
2022-04-27,30,Remdesivir
2022-04-28,30,Remdesivir
2022-04-29,30,Remdesivir
2022-04-30,30,Remdesivir
2022-05-01,30,Remdesivir
2022-05-02,30,Remdesivir
2022-05-03,30,Remdesivir
2022-05-04,30,Remdesivir
2022-05-05,30,Remdesivir
2022-05-06,30,Remdesivir
2022-05-07,30,Remdesivir
2022-05-08,30,Remdesivir
2022-05-09,30,Remdesivir
2022-05-10,30,Remdesivir
2022-05-11,30,Remdesivir
2022-05-12,30,Remdesivir
2022-05-13,30,Remdesivir
2022-05-14,30,Remdesivir
2022-05-15,30,Remdesivir
2022-05-16,30,Remdesivir
2022-05-17,30,Remdesivir
2022-05-18,30,Remdesivir
2022-05-19,30,Remdesivir
2022-05-20,30,Remdesivir
2022-05-21,30,Remdesivir
2022-05-22,30,Remdesivir
2022-05-23,30,Remdesivir
2022-05-24,30,Remdesivir
2022-05-25,30,Remdesivir
2022-05-26,30,Remdesivir
2022-05-27,30,Remdesivir
2022-05-28,30,Remdesivir
2022-05-29,30,Remdesivir
2022-05-30,40,Remdesivir
2022-05-31,40,Remdesivir
2022-06-01,40,Remdesivir
2022-06-02,40,Remdesivir
2022-06-03,40,Remdesivir
2022-06-04,40,Remdesivir
2022-06-05,40,Remdesivir
2022-06-06,40,Remdesivir
2022-06-07,40,Remdesivir
2022-06-08,40,Remdesivir
2022-06-09,40,Remdesivir
2022-06-10,40,Remdesivir
2022-06-11,40,Remdesivir
2022-06-12,40,Remdesivir
2022-06-13,40,Remdesivir
2022-06-14,40,Remdesivir
2022-06-15,40,Remdesivir
2022-06-16,40,Remdesivir
2022-06-17,40,Remdesivir
2022-06-18,40,Remdesivir
2022-06-19,40,Remdesivir
2022-06-20,40,Remdesivir
2022-06-21,40,Remdesivir
2022-06-22,40,Remdesivir
2022-06-23,40,Remdesivir
2022-06-24,40,Remdesivir
2022-06-25,40,Remdesivir
2022-06-26,40,Remdesivir
2022-06-27,40,Remdesivir
2022-06-28,40,Remdesivir
2022-06-29,40,Remdesivir
2022-06-30,40,Remdesivir
2022-07-01,40,Remdesivir
2022-07-02,40,Remdesivir
2022-07-03,40,Remdesivir
2022-07-04,40,Remdesivir
2022-07-05,40,Remdesivir
2022-07-06,40,Remdesivir
2022-07-07,40,Remdesivir
2022-07-08,40,Remdesivir
2022-07-09,40,Remdesivir
2022-07-10,40,Remdesivir
2022-07-11,40,Remdesivir
2022-07-12,50,Remdesivir
2022-07-13,50,Remdesivir
2022-07-14,50,Remdesivir
2022-07-15,50,Remdesivir
2022-07-16,50,Remdesivir
2022-07-17,50,Remdesivir
2022-07-18,50,Remdesivir
2022-07-19,50,Remdesivir
2022-07-20,50,Remdesivir
2022-07-21,50,Remdesivir
2022-07-22,50,Remdesivir
2022-07-23,50,Remdesivir
2022-07-24,50,Remdesivir
2022-07-25,50,Remdesivir
2022-07-26,50,Remdesivir
2022-07-27,50,Remdesivir
2022-07-28,50,Remdesivir
2022-07-29,50,Remdesivir
2022-07-30,50,Remdesivir
2022-07-31,50,Remdesivir
2022-08-01,50,Remdesivir
2022-08-02,50,Remdesivir
2022-08-03,50,Remdesivir
2022-08-04,50,Remdesivir
2022-08-05,50,Remdesivir
2022-08-06,50,Remdesivir
2022-08-07,50,Remdesivir
2022-08-08,50,Remdesivir
2022-08-09,50,Remdesivir
2022-08-10,50,Remdesivir
2022-08-11,50,Remdesivir
2022-08-12,50,Remdesivir
2022-08-13,50,Remdesivir
2022-08-14,50,Remdesivir
2022-08-15,50,Remdesivir
2022-08-16,50,Remdesivir
2022-08-17,50,Remdesivir
2022-08-18,50,Remdesivir
2022-08-19,50,Remdesivir
2022-08-20,50,Remdesivir
2022-08-21,50,Remdesivir
2022-08-22,50,Remdesivir
2022-08-23,50,Remdesivir
2022-08-24,50,Remdesivir
2022-08-25,50,Remdesivir
2022-08-26,50,Remdesivir
2022-08-27,50,Remdesivir
2022-08-28,50,Remdesivir
2022-08-29,50,Remdesivir
2022-08-30,50,Remdesivir
2022-08-31,50,Remdesivir
2022-09-01,50,Remdesivir
2022-09-02,50,Remdesivir
2022-09-03,50,Remdesivir
2022-09-04,50,Remdesivir
2022-09-05,50,Remdesivir
2022-09-06,50,Remdesivir
2022-09-07,50,Remdesivir
2022-09-08,50,Remdesivir
2022-09-09,60,Remdesivir
2022-09-10,60,Remdesivir
2022-09-11,60,Remdesivir
2022-09-12,60,Remdesivir
2022-09-13,60,Remdesivir
2022-09-14,60,Remdesivir
2022-09-15,60,Remdesivir
2022-09-16,60,Remdesivir
2022-09-17,60,Remdesivir
2022-09-18,60,Remdesivir
2022-09-19,60,Remdesivir
2022-09-20,60,Remdesivir
2022-09-21,60,Remdesivir
2022-09-22,60,Remdesivir
2022-09-23,60,Remdesivir
2022-09-24,60,Remdesivir
2022-09-25,60,Remdesivir
2022-09-26,60,Remdesivir
2022-09-27,60,Remdesivir
2022-09-28,60,Remdesivir
2022-09-29,60,Remdesivir
2022-09-30,60,Remdesivir
2022-10-01,60,Remdesivir
2022-10-02,60,Remdesivir
2022-10-03,60,Remdesivir
2022-10-04,60,Remdesivir
2022-10-05,60,Remdesivir
2022-10-06,60,Remdesivir
2022-10-07,60,Remdesivir
2022-10-08,60,Remdesivir
2022-10-09,60,Remdesivir
2022-10-10,60,Remdesivir
2022-10-11,60,Remdesivir
2022-10-12,60,Remdesivir
2022-10-13,60,Remdesivir
2022-10-14,60,Remdesivir
2022-10-15,60,Remdesivir
2022-10-16,60,Remdesivir
2022-10-17,60,Remdesivir
2022-10-18,60,Remdesivir
2022-10-19,60,Remdesivir
2022-10-20,60,Remdesivir
2022-10-21,60,Remdesivir
2022-10-22,60,Remdesivir
2022-10-23,60,Remdesivir
2022-10-24,60,Remdesivir
2022-10-25,60,Remdesivir
2022-10-26,60,Remdesivir
2022-10-27,60,Remdesivir
2022-10-28,60,Remdesivir
2022-10-29,60,Remdesivir
2022-10-30,60,Remdesivir
2022-10-31,60,Remdesivir
2022-11-01,60,Remdesivir
2022-11-02,60,Remdesivir
2022-11-03,60,Remdesivir
2022-11-04,60,Remdesivir
2022-11-05,70,Remdesivir
2022-11-06,70,Remdesivir
2022-11-07,70,Remdesivir
2022-11-08,70,Remdesivir
2022-11-09,70,Remdesivir
2022-11-10,70,Remdesivir
2022-11-11,70,Remdesivir
2022-11-12,70,Remdesivir
2022-11-13,70,Remdesivir
2022-11-14,70,Remdesivir
2022-11-15,70,Remdesivir
2022-11-16,70,Remdesivir
2022-11-17,70,Remdesivir
2022-11-18,70,Remdesivir
2022-11-19,70,Remdesivir
2022-11-20,70,Remdesivir
2022-11-21,70,Remdesivir
2022-11-22,70,Remdesivir
2022-11-23,70,Remdesivir
2022-11-24,70,Remdesivir
2022-11-25,70,Remdesivir
2022-11-26,70,Remdesivir
2022-11-27,70,Remdesivir
2022-11-28,70,Remdesivir
2022-11-29,70,Remdesivir
2022-11-30,70,Remdesivir
2022-12-01,70,Remdesivir
2022-12-02,70,Remdesivir
2022-12-03,70,Remdesivir
2022-12-04,70,Remdesivir
2022-12-05,70,Remdesivir
2022-12-06,70,Remdesivir
2022-12-07,70,Remdesivir
2022-12-08,70,Remdesivir
2022-12-09,70,Remdesivir
2022-12-10,70,Remdesivir
2022-12-11,70,Remdesivir
2022-12-12,70,Remdesivir
2022-12-13,70,Remdesivir
2022-12-14,70,Remdesivir
2022-12-15,70,Remdesivir
2022-12-16,70,Remdesivir
2022-12-17,70,Remdesivir
2022-12-18,70,Remdesivir
2022-12-19,80,Remdesivir
2022-12-20,80,Remdesivir
2022-12-21,80,Remdesivir
2022-12-22,80,Remdesivir
2022-12-23,80,Remdesivir
2022-12-24,80,Remdesivir
2022-12-25,80,Remdesivir
2022-12-26,80,Remdesivir
2022-12-27,80,Remdesivir
2022-12-28,90,Remdesivir
2022-12-29,90,Remdesivir
2022-12-30,90,Remdesivir
2022-12-31,90,Remdesivir
2023-01-01,90,Remdesivir
2023-01-02,90,Remdesivir
2023-01-03,90,Remdesivir
2023-01-04,100,Remdesivir
2023-01-05,100,Remdesivir
2023-01-06,100,Remdesivir
2023-01-07,100,Remdesivir
2023-01-08,100,Remdesivir
2023-01-09,100,Remdesivir
2023-01-10,100,Remdesivir
2023-01-11,110,Remdesivir
2023-01-12,110,Remdesivir
2023-01-13,110,Remdesivir
2023-01-14,110,Remdesivir
2023-01-15,110,Remdesivir
2023-01-16,110,Remdesivir
2023-01-17,110,Remdesivir
2023-01-18,110,Remdesivir
2023-01-19,110,Remdesivir
2023-01-20,110,Remdesivir
2023-01-21,110,Remdesivir
2023-01-22,110,Remdesivir
2023-01-23,110,Remdesivir
2023-01-24,110,Remdesivir
2023-01-25,110,Remdesivir
2023-01-26,110,Remdesivir
2023-01-27,120,Remdesivir
2023-01-28,120,Remdesivir
2023-01-29,120,Remdesivir
2023-01-30,120,Remdesivir
2023-01-31,120,Remdesivir
2023-02-01,120,Remdesivir
2023-02-02,120,Remdesivir
2023-02-03,120,Remdesivir
2023-02-04,120,Remdesivir
2023-02-05,120,Remdesivir
2023-02-06,120,Remdesivir
2023-02-07,130,Remdesivir
2023-02-08,130,Remdesivir
2023-02-09,130,Remdesivir
2023-02-10,140,Remdesivir
2023-02-11,140,Remdesivir
2023-02-12,140,Remdesivir
2023-02-13,140,Remdesivir
2023-02-14,140,Remdesivir
2023-02-15,150,Remdesivir
2023-02-16,150,Remdesivir
2023-02-17,150,Remdesivir
2023-02-18,160,Remdesivir
2023-02-19,160,Remdesivir
2023-02-20,160,Remdesivir
2023-02-21,160,Remdesivir
2023-02-22,160,Remdesivir
2023-02-23,160,Remdesivir
2023-02-24,170,Remdesivir
2023-02-25,170,Remdesivir
2023-02-26,170,Remdesivir
2023-02-27,180,Remdesivir
2023-02-28,180,Remdesivir
2023-03-01,180,Remdesivir
2023-03-02,190,Remdesivir
2023-03-03,190,Remdesivir
2023-03-04,190,Remdesivir
2023-03-05,190,Remdesivir
2023-03-06,190,Remdesivir
2023-03-07,190,Remdesivir
2023-03-08,190,Remdesivir
2023-03-09,200,Remdesivir
2023-03-10,200,Remdesivir
2023-03-11,200,Remdesivir
2023-03-12,200,Remdesivir
2023-03-13,200,Remdesivir
2023-03-14,200,Remdesivir
2023-03-15,200,Remdesivir
2023-03-16,200,Remdesivir
2023-03-17,200,Remdesivir
2023-03-18,200,Remdesivir
2023-03-19,200,Remdesivir
2023-03-20,200,Remdesivir
2023-03-21,200,Remdesivir
2023-03-22,200,Remdesivir
2023-03-23,210,Remdesivir
2023-03-24,210,Remdesivir
2023-03-25,210,Remdesivir
2023-03-26,210,Remdesivir
2023-03-27,210,Remdesivir
2023-03-28,210,Remdesivir
2023-03-29,210,Remdesivir
2023-03-30,210,Remdesivir
2023-03-31,210,Remdesivir
2023-04-01,210,Remdesivir
2023-04-02,210,Remdesivir
2023-04-03,210,Remdesivir
2023-04-04,210,Remdesivir
2023-04-05,210,Remdesivir
2023-04-06,210,Remdesivir
2023-04-07,210,Remdesivir
2023-04-08,210,Remdesivir
2023-04-09,210,Remdesivir
2023-04-10,210,Remdesivir
2023-04-11,210,Remdesivir
2023-04-12,210,Remdesivir
2023-04-13,210,Remdesivir
2023-04-14,210,Remdesivir
2023-04-15,210,Remdesivir
2023-04-16,210,Remdesivir
2023-04-17,210,Remdesivir
2023-04-18,210,Remdesivir
2023-04-19,210,Remdesivir
2023-04-20,210,Remdesivir
2023-04-21,210,Remdesivir
2023-04-22,210,Remdesivir
2023-04-23,210,Remdesivir
2023-04-24,210,Remdesivir
2023-04-25,210,Remdesivir
2023-04-26,210,Remdesivir
2023-04-27,210,Remdesivir
2023-04-28,210,Remdesivir
2023-04-29,210,Remdesivir
2023-04-30,210,Remdesivir
2023-05-01,210,Remdesivir
2023-05-02,210,Remdesivir
2023-05-03,210,Remdesivir
2023-05-04,210,Remdesivir
2023-05-05,210,Remdesivir
2023-05-06,210,Remdesivir
2023-05-07,210,Remdesivir
